OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Region Index,Product  Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue
SO - 0007647,4-02-2017,19-02-2017,29,Wholesale,USD,AXW291,38,1,8,984.9,827.32,7879.2
SO - 0007882,4-02-2017,14-02-2017,43,Distributor,NZD,AXW291,47,5,6,931.3,791.61,5587.8
SO - 0001838,5-02-2017,11-02-2017,30,Wholesale,NZD,AXW291,12,12,10,2566.1,1950.24,25661.0
SO - 0002093,5-02-2017,15-02-2017,24,Export,NZD,AXW291,12,2,9,6391.8,3323.74,57526.2
SO - 0004159,5-02-2017,19-02-2017,3,Wholesale,GBP,AXW291,18,2,6,194.3,97.15,1165.8
SO - 0004551,5-02-2017,18-02-2017,42,Wholesale,NZD,AXW291,5,1,9,1775.5,1154.08,15979.5
SO - 0005551,5-02-2017,14-02-2017,22,Distributor,USD,AXW291,72,14,8,2499.1,1774.36,19992.8
SO - 0006056,5-02-2017,17-02-2017,4,Wholesale,NZD,AXW291,54,5,10,3075.3,1722.17,30753.0
SO - 0007390,5-02-2017,22-02-2017,4,Wholesale,AUD,AXW291,57,5,9,3939.6,2718.32,35456.4
SO - 0001213,6-02-2017,14-02-2017,23,Distributor,AUD,AXW291,22,11,12,2659.9,2154.52,31918.8
SO - 0002848,6-02-2017,15-02-2017,22,Wholesale,AUD,AXW291,47,11,5,5078.6,3351.88,25393.0
SO - 0004421,6-02-2017,24-02-2017,13,Distributor,USD,AXW291,75,1,7,227.8,113.9,1594.6
SO - 0006310,6-02-2017,13-02-2017,21,Wholesale,USD,AXW291,76,2,7,2546.0,1196.62,17822.0
SO - 0006805,6-02-2017,17-02-2017,48,Export,NZD,AXW291,40,7,11,2385.2,1765.05,26237.2
SO - 0001971,7-02-2017,19-02-2017,26,Distributor,EUR,AXW291,91,2,10,3155.7,1262.28,31557.0
SO - 0004473,7-02-2017,24-02-2017,5,Export,NZD,AXW291,75,12,10,234.5,171.19,2345.0
SO - 0005011,7-02-2017,25-02-2017,17,Wholesale,NZD,AXW291,9,14,10,1005.0,592.95,10050.0
SO - 0007907,7-02-2017,10-02-2017,33,Distributor,USD,AXW291,64,1,11,3289.7,2204.1,36186.7
SO - 000646,8-02-2017,14-02-2017,36,Distributor,USD,AXW291,72,5,11,1902.8,1084.6,20930.8
SO - 0001557,8-02-2017,13-02-2017,15,Distributor,NZD,AXW291,2,11,8,670.0,475.7,5360.0
SO - 0002749,8-02-2017,18-02-2017,37,Distributor,NZD,AXW291,44,13,10,1098.8,879.04,10988.0
SO - 0003066,8-02-2017,24-02-2017,38,Wholesale,NZD,AXW291,41,11,12,180.9,117.59,2170.8
SO - 0004179,8-02-2017,23-02-2017,48,Distributor,AUD,AXW291,28,2,11,3289.7,1348.78,36186.7
SO - 0007133,8-02-2017,11-02-2017,1,Wholesale,USD,AXW291,99,5,8,1226.1,956.36,9808.8
SO - 0007242,8-02-2017,13-02-2017,39,Wholesale,AUD,AXW291,81,7,12,1239.5,805.68,14874.0
SO - 0007526,8-02-2017,12-02-2017,43,Wholesale,USD,AXW291,70,1,11,5246.1,3042.74,57707.1
SO - 0001162,9-02-2017,18-02-2017,25,Export,NZD,AXW291,42,7,6,6331.5,2532.6,37989.0
SO - 0002309,9-02-2017,26-02-2017,27,Wholesale,AUD,AXW291,74,2,12,1078.7,733.52,12944.4
SO - 0002850,9-02-2017,12-02-2017,28,Wholesale,AUD,AXW291,28,1,12,3899.4,2261.65,46792.8
SO - 0006973,9-02-2017,27-02-2017,3,Wholesale,NZD,AXW291,36,3,12,1132.3,849.23,13587.6
SO - 0007549,9-02-2017,15-02-2017,44,Wholesale,NZD,AXW291,44,5,9,817.4,531.31,7356.6
SO - 0001584,10-02-2017,15-02-2017,11,Export,AUD,AXW291,95,14,8,187.6,78.79,1500.8
SO - 0003636,10-02-2017,27-02-2017,30,Wholesale,EUR,AXW291,13,11,11,1822.4,1530.82,20046.4
SO - 0004707,10-02-2017,24-02-2017,11,Export,USD,AXW291,65,13,9,1085.4,716.36,9768.6
SO - 0004809,10-02-2017,23-02-2017,9,Wholesale,GBP,AXW291,35,13,12,2385.2,1311.86,28622.4
SO - 0005544,10-02-2017,26-02-2017,23,Wholesale,USD,AXW291,11,7,11,5788.8,4457.38,63676.8
SO - 0006144,10-02-2017,20-02-2017,50,Wholesale,NZD,AXW291,19,6,8,2345.0,1735.3,18760.0
SO - 0007214,10-02-2017,20-02-2017,29,Distributor,USD,AXW291,8,8,8,1929.6,1196.35,15436.8
SO - 0007852,10-02-2017,15-02-2017,3,Wholesale,NZD,AXW291,44,2,9,1956.4,1604.25,17607.6
SO - 0007898,10-02-2017,25-02-2017,32,Wholesale,USD,AXW291,96,6,6,261.3,104.52,1567.8
SO - 000725,11-02-2017,14-02-2017,26,Wholesale,EUR,AXW291,55,12,9,2512.5,1658.25,22612.5
SO - 0001060,11-02-2017,20-02-2017,4,Wholesale,NZD,AXW291,50,9,12,1139.0,740.35,13668.0
SO - 0005348,11-02-2017,16-02-2017,32,Export,NZD,AXW291,98,11,5,1192.6,477.04,5963.0
SO - 0007196,11-02-2017,15-02-2017,48,Export,USD,AXW291,22,12,7,174.2,128.91,1219.4
SO - 0007814,11-02-2017,20-02-2017,43,Distributor,NZD,AXW291,38,7,9,6338.2,3993.07,57043.8
SO - 0001176,12-02-2017,21-02-2017,50,Distributor,NZD,AXW291,40,1,9,234.5,161.81,2110.5
SO - 0001475,12-02-2017,24-02-2017,16,Wholesale,USD,AXW291,29,1,8,1306.5,940.68,10452.0
SO - 0003293,12-02-2017,19-02-2017,15,Wholesale,AUD,AXW291,51,13,9,3618.0,2858.22,32562.0
SO - 0003713,12-02-2017,28-02-2017,27,Wholesale,EUR,AXW291,14,1,6,3999.9,2279.94,23999.4
SO - 0005703,12-02-2017,22-02-2017,10,Wholesale,NZD,AXW291,52,13,9,1078.7,571.71,9708.3
SO - 0006114,12-02-2017,01-03-2017,27,Wholesale,EUR,AXW291,97,5,5,3953.0,3360.05,19765.0
SO - 0006193,12-02-2017,19-02-2017,18,Distributor,USD,AXW291,56,5,10,3999.9,2679.93,39999.0
SO - 000663,13-02-2017,25-02-2017,32,Wholesale,AUD,AXW291,91,1,11,971.5,592.62,10686.5
SO - 0002379,13-02-2017,17-02-2017,39,Wholesale,GBP,AXW291,66,6,5,3999.9,2519.94,19999.5
SO - 0003370,13-02-2017,19-02-2017,26,Distributor,NZD,AXW291,45,2,10,1835.8,1523.71,18358.0
SO - 0003858,13-02-2017,18-02-2017,27,Export,USD,AXW291,70,2,12,3644.8,2842.94,43737.6
SO - 0005639,13-02-2017,20-02-2017,1,Export,USD,AXW291,7,3,5,227.8,186.8,1139.0
SO - 0006636,13-02-2017,24-02-2017,40,Distributor,NZD,AXW291,76,5,7,241.2,178.49,1688.4
SO - 0007447,13-02-2017,17-02-2017,15,Distributor,NZD,AXW291,71,9,9,5071.9,4311.12,45647.1
SO - 0002732,14-02-2017,22-02-2017,23,Distributor,NZD,AXW291,50,13,8,2546.0,2062.26,20368.0
SO - 0003117,14-02-2017,03-03-2017,49,Distributor,USD,AXW291,16,5,7,6438.7,4120.77,45070.9
SO - 0004490,14-02-2017,27-02-2017,18,Distributor,NZD,AXW291,23,13,5,3095.4,2631.09,15477.0
SO - 0004541,14-02-2017,28-02-2017,4,Wholesale,NZD,AXW291,33,1,10,1782.2,1069.32,17822.0
SO - 0005324,14-02-2017,24-02-2017,50,Wholesale,NZD,AXW291,79,2,5,971.5,641.19,4857.5
SO - 0005410,14-02-2017,20-02-2017,40,Wholesale,NZD,AXW291,6,9,11,5045.1,3279.32,55496.1
SO - 0005478,14-02-2017,23-02-2017,8,Export,USD,AXW291,52,1,10,1031.8,453.99,10318.0
SO - 0005850,14-02-2017,04-03-2017,3,Export,EUR,AXW291,76,13,8,3919.5,2665.26,31356.0
SO - 0005989,14-02-2017,17-02-2017,35,Distributor,NZD,AXW291,81,1,6,864.3,380.29,5185.8
SO - 0007424,14-02-2017,27-02-2017,6,Wholesale,NZD,AXW291,33,7,7,730.3,496.6,5112.1
SO - 0007677,14-02-2017,04-03-2017,10,Wholesale,USD,AXW291,98,1,11,998.3,419.29,10981.3
SO - 000969,15-02-2017,04-03-2017,33,Wholesale,USD,AXW291,81,1,12,2284.7,1713.53,27416.4
SO - 0004264,15-02-2017,20-02-2017,17,Wholesale,EUR,AXW291,68,5,12,3865.9,1739.66,46390.8
SO - 0005254,15-02-2017,27-02-2017,35,Wholesale,NZD,AXW291,91,10,6,1969.8,1181.88,11818.8
SO - 0007985,15-02-2017,24-02-2017,7,Distributor,NZD,AXW291,88,9,8,884.4,512.95,7075.2
SO - 0008008,15-02-2017,01-03-2017,25,Wholesale,NZD,AXW291,42,1,11,6210.9,3540.21,68319.9
SO - 000625,16-02-2017,02-03-2017,39,Wholesale,AUD,AXW291,13,7,5,1882.7,1430.85,9413.5
SO - 000801,16-02-2017,21-02-2017,33,Wholesale,NZD,AXW291,96,2,5,1065.3,671.14,5326.5
SO - 0002933,16-02-2017,25-02-2017,40,Distributor,NZD,AXW291,80,1,6,180.9,151.96,1085.4
SO - 0003533,16-02-2017,21-02-2017,5,Distributor,NZD,AXW291,70,11,12,884.4,725.21,10612.8
SO - 0004466,16-02-2017,02-03-2017,10,Wholesale,NZD,AXW291,41,9,8,174.2,85.36,1393.6
SO - 0006673,16-02-2017,04-03-2017,32,Wholesale,USD,AXW291,2,7,5,2599.6,1637.75,12998.0
SO - 000799,17-02-2017,02-03-2017,13,Wholesale,USD,AXW291,17,7,11,3832.4,2835.98,42156.4
SO - 0001183,17-02-2017,23-02-2017,45,Distributor,NZD,AXW291,17,7,8,3979.8,2865.46,31838.4
SO - 0001224,17-02-2017,25-02-2017,42,Wholesale,NZD,AXW291,51,5,8,2492.4,1370.82,19939.2
SO - 0002407,17-02-2017,25-02-2017,12,Wholesale,AUD,AXW291,41,7,9,227.8,179.96,2050.2
SO - 0002925,17-02-2017,24-02-2017,7,Distributor,USD,AXW291,11,5,9,5172.4,3103.44,46551.6
SO - 0003100,17-02-2017,26-02-2017,45,Export,EUR,AXW291,28,12,5,3886.0,3108.8,19430.0
SO - 0004350,17-02-2017,02-03-2017,41,Distributor,NZD,AXW291,65,13,6,1125.6,607.82,6753.6
SO - 0004730,17-02-2017,03-03-2017,45,Export,USD,AXW291,85,2,7,1855.9,760.92,12991.3
SO - 0004827,17-02-2017,01-03-2017,14,Distributor,GBP,AXW291,50,11,11,180.9,123.01,1989.9
SO - 0005417,17-02-2017,05-03-2017,24,Wholesale,USD,AXW291,19,11,10,3953.0,2411.33,39530.0
SO - 0005790,17-02-2017,24-02-2017,5,Wholesale,NZD,AXW291,90,7,5,2371.8,1565.39,11859.0
SO - 0006971,17-02-2017,28-02-2017,20,Wholesale,NZD,AXW291,38,2,10,221.1,119.39,2211.0
SO - 000111,18-02-2017,06-03-2017,21,Export,USD,AXW291,33,1,12,201.0,124.62,2412.0
SO - 000267,18-02-2017,22-02-2017,16,Wholesale,USD,AXW291,78,13,6,1005.0,502.5,6030.0
SO - 000838,18-02-2017,28-02-2017,3,Distributor,NZD,AXW291,22,11,8,1809.0,1465.29,14472.0
SO - 0002259,18-02-2017,04-03-2017,2,Wholesale,USD,AXW291,45,11,12,1031.8,433.36,12381.6
SO - 0003714,18-02-2017,06-03-2017,32,Distributor,USD,AXW291,24,2,11,1192.6,536.67,13118.6
SO - 0003802,18-02-2017,23-02-2017,24,Wholesale,USD,AXW291,88,2,9,877.7,438.85,7899.3
SO - 0004306,18-02-2017,23-02-2017,29,Distributor,USD,AXW291,62,2,7,2499.1,1024.63,17493.7
SO - 0004457,18-02-2017,23-02-2017,17,Distributor,USD,AXW291,38,1,6,1835.8,1413.57,11014.8
SO - 0004480,18-02-2017,27-02-2017,10,Wholesale,NZD,AXW291,39,7,7,3946.3,2920.26,27624.1
SO - 0004875,18-02-2017,22-02-2017,39,Wholesale,AUD,AXW291,87,7,11,268.0,131.32,2948.0
SO - 0006191,18-02-2017,01-03-2017,2,Wholesale,USD,AXW291,59,6,9,1105.5,807.02,9949.5
SO - 0006976,18-02-2017,22-02-2017,14,Wholesale,NZD,AXW291,94,7,9,5293.0,3334.59,47637.0
SO - 0007439,18-02-2017,08-03-2017,9,Distributor,AUD,AXW291,52,8,5,3028.4,1907.89,15142.0
SO - 0007979,18-02-2017,04-03-2017,44,Distributor,EUR,AXW291,34,7,7,6398.5,4542.94,44789.5
SO - 000150,19-02-2017,07-03-2017,20,Wholesale,USD,AXW291,87,5,5,3638.1,1455.24,18190.5
SO - 0001059,19-02-2017,07-03-2017,16,Wholesale,GBP,AXW291,26,1,11,167.5,123.95,1842.5
SO - 0002017,19-02-2017,23-02-2017,45,Wholesale,USD,AXW291,26,5,9,1031.8,412.72,9286.2
SO - 0002995,19-02-2017,24-02-2017,16,Distributor,GBP,AXW291,18,9,10,1936.3,929.42,19363.0
SO - 0005244,19-02-2017,08-03-2017,43,Wholesale,NZD,AXW291,35,1,10,1038.5,737.34,10385.0
SO - 0006516,19-02-2017,04-03-2017,6,Distributor,NZD,AXW291,1,11,6,1956.4,1447.74,11738.4
SO - 0006580,19-02-2017,07-03-2017,26,Distributor,USD,AXW291,75,11,8,2881.0,2189.56,23048.0
SO - 0007195,19-02-2017,09-03-2017,25,Export,NZD,AXW291,85,13,6,864.3,726.01,5185.8
SO - 0007423,19-02-2017,24-02-2017,49,Distributor,USD,AXW291,28,11,7,857.6,445.95,6003.2
SO - 0007613,19-02-2017,09-03-2017,32,Distributor,GBP,AXW291,71,13,6,268.0,152.76,1608.0
SO - 0001321,20-02-2017,10-03-2017,29,Wholesale,NZD,AXW291,41,5,6,2412.0,2001.96,14472.0
SO - 0001660,20-02-2017,10-03-2017,45,Distributor,USD,AXW291,82,11,6,1058.6,719.85,6351.6
SO - 0006677,20-02-2017,06-03-2017,18,Wholesale,NZD,AXW291,75,1,9,958.1,699.41,8622.9
SO - 000343,21-02-2017,07-03-2017,35,Wholesale,AUD,AXW291,44,1,11,6391.8,4793.85,70309.8
SO - 0003430,21-02-2017,07-03-2017,24,Wholesale,USD,AXW291,8,2,8,1782.2,1354.47,14257.6
SO - 0005566,21-02-2017,05-03-2017,1,Distributor,USD,AXW291,42,10,8,174.2,142.84,1393.6
SO - 0006014,21-02-2017,01-03-2017,26,Distributor,NZD,AXW291,34,11,7,180.9,86.83,1266.3
SO - 0006954,21-02-2017,05-03-2017,39,Distributor,AUD,AXW291,72,5,8,978.2,616.27,7825.6
SO - 0007510,21-02-2017,07-03-2017,33,Wholesale,USD,AXW291,32,9,9,3035.1,1335.44,27315.9
SO - 0001449,22-02-2017,06-03-2017,11,Wholesale,EUR,AXW291,80,13,6,6532.5,5487.3,39195.0
SO - 0001754,22-02-2017,02-03-2017,45,Distributor,NZD,AXW291,16,11,11,1159.1,904.1,12750.1
SO - 0006578,22-02-2017,28-02-2017,28,Wholesale,USD,AXW291,60,9,10,1072.0,761.12,10720.0
SO - 0007992,22-02-2017,05-03-2017,18,Export,AUD,AXW291,96,8,12,1983.2,1566.73,23798.4
SO - 0008012,22-02-2017,02-03-2017,38,Distributor,NZD,AXW291,25,6,8,1802.3,1117.43,14418.4
SO - 0008043,22-02-2017,28-02-2017,25,Wholesale,AUD,AXW291,94,2,8,268.0,142.04,2144.0
SO - 000548,23-02-2017,26-02-2017,31,Wholesale,USD,AXW291,12,1,10,207.7,135.01,2077.0
SO - 0001615,23-02-2017,04-03-2017,47,Wholesale,NZD,AXW291,99,5,9,3577.8,1431.12,32200.2
SO - 0001911,23-02-2017,05-03-2017,43,Distributor,USD,AXW291,64,13,5,2579.5,1625.09,12897.5
SO - 0002751,23-02-2017,27-02-2017,1,Wholesale,USD,AXW291,60,5,7,944.7,547.93,6612.9
SO - 0003993,23-02-2017,03-03-2017,13,Wholesale,USD,AXW291,91,11,12,3825.7,2907.53,45908.4
SO - 0005438,23-02-2017,01-03-2017,37,Distributor,USD,AXW291,58,5,6,944.7,699.08,5668.2
SO - 0007902,23-02-2017,11-03-2017,37,Distributor,NZD,AXW291,25,5,10,5299.7,3444.81,52997.0
SO - 000402,24-02-2017,01-03-2017,43,Distributor,USD,AXW291,87,1,7,3993.2,3234.49,27952.4
SO - 0001117,24-02-2017,04-03-2017,11,Wholesale,USD,AXW291,8,7,12,3953.0,2964.75,47436.0
SO - 0002341,24-02-2017,02-03-2017,38,Distributor,NZD,AXW291,44,9,8,227.8,104.79,1822.4
SO - 0005020,24-02-2017,03-03-2017,21,Distributor,USD,AXW291,76,11,8,884.4,548.33,7075.2
SO - 0005107,24-02-2017,09-03-2017,7,Distributor,EUR,AXW291,25,8,10,1045.2,501.7,10452.0
SO - 0005318,24-02-2017,03-03-2017,9,Distributor,NZD,AXW291,38,1,6,1085.4,445.01,6512.4
SO - 0006061,24-02-2017,13-03-2017,7,Wholesale,AUD,AXW291,40,2,7,3845.8,2768.98,26920.6
SO - 0006479,24-02-2017,06-03-2017,48,Distributor,NZD,AXW291,53,13,11,268.0,112.56,2948.0
SO - 0007959,24-02-2017,08-03-2017,48,Export,USD,AXW291,28,8,6,2378.5,1522.24,14271.0
SO - 0001024,25-02-2017,02-03-2017,40,Wholesale,USD,AXW291,59,2,12,3530.9,2577.56,42370.8
SO - 0001772,25-02-2017,02-03-2017,32,Wholesale,NZD,AXW291,21,5,10,1118.9,503.51,11189.0
SO - 0003067,25-02-2017,09-03-2017,3,Wholesale,AUD,AXW291,8,7,6,1038.5,467.33,6231.0
SO - 0004773,25-02-2017,12-03-2017,34,Distributor,USD,AXW291,90,5,8,1862.6,1229.32,14900.8
SO - 0006192,25-02-2017,14-03-2017,28,Export,NZD,AXW291,12,13,7,2458.9,1032.74,17212.3
SO - 0008005,25-02-2017,14-03-2017,29,Distributor,NZD,AXW291,66,7,11,2847.5,1395.28,31322.5
SO - 0001121,26-02-2017,15-03-2017,31,Distributor,NZD,AXW291,91,1,6,6117.1,4343.14,36702.6
SO - 0001160,26-02-2017,09-03-2017,41,Distributor,NZD,AXW291,24,3,5,3819.0,3055.2,19095.0
SO - 0002442,26-02-2017,05-03-2017,18,Distributor,GBP,AXW291,95,2,9,2304.8,1936.03,20743.2
SO - 0002809,26-02-2017,07-03-2017,48,Wholesale,USD,AXW291,85,13,6,1809.0,922.59,10854.0
SO - 0003361,26-02-2017,11-03-2017,50,Export,EUR,AXW291,45,7,12,3953.0,3241.46,47436.0
SO - 0004793,26-02-2017,02-03-2017,11,Distributor,GBP,AXW291,50,1,12,1795.6,897.8,21547.2
SO - 0006871,26-02-2017,08-03-2017,25,Wholesale,AUD,AXW291,77,12,10,1132.3,690.7,11323.0
SO - 0007359,26-02-2017,05-03-2017,42,Wholesale,AUD,AXW291,84,1,9,2793.9,2039.55,25145.1
SO - 000123,27-02-2017,05-03-2017,40,Distributor,GBP,AXW291,39,13,6,3979.8,3064.45,23878.8
SO - 000886,27-02-2017,03-03-2017,8,Distributor,NZD,AXW291,20,11,10,1219.4,951.13,12194.0
SO - 0001382,27-02-2017,02-03-2017,39,Distributor,USD,AXW291,33,7,6,3899.4,2417.63,23396.4
SO - 0001815,27-02-2017,14-03-2017,8,Wholesale,GBP,AXW291,42,1,9,1125.6,821.69,10130.4
SO - 0002426,27-02-2017,06-03-2017,21,Distributor,GBP,AXW291,16,11,11,268.0,227.8,2948.0
SO - 0003625,27-02-2017,07-03-2017,29,Wholesale,NZD,AXW291,62,7,10,1038.5,841.19,10385.0
SO - 0005271,27-02-2017,06-03-2017,44,Wholesale,AUD,AXW291,10,7,11,1701.8,1276.35,18719.8
SO - 0007894,27-02-2017,09-03-2017,29,Distributor,NZD,AXW291,21,7,9,1125.6,866.71,10130.4
SO - 000664,28-02-2017,06-03-2017,42,Wholesale,USD,AXW291,70,9,10,1118.9,727.29,11189.0
SO - 000888,28-02-2017,04-03-2017,50,Wholesale,NZD,AXW291,51,7,11,174.2,80.13,1916.2
SO - 0001586,28-02-2017,18-03-2017,43,Distributor,USD,AXW291,19,12,11,3912.8,3091.11,43040.8
SO - 0001617,28-02-2017,13-03-2017,4,Wholesale,NZD,AXW291,100,3,8,247.9,99.16,1983.2
SO - 0001623,28-02-2017,03-03-2017,21,Export,AUD,AXW291,48,2,12,5239.4,2619.7,62872.8
SO - 0002188,28-02-2017,17-03-2017,13,Wholesale,GBP,AXW291,1,9,11,194.3,126.3,2137.3
SO - 0005900,28-02-2017,09-03-2017,5,Distributor,NZD,AXW291,43,11,6,5936.2,2849.38,35617.2
SO - 0006610,28-02-2017,13-03-2017,26,Wholesale,USD,AXW291,29,5,10,1105.5,795.96,11055.0
SO - 0006656,28-02-2017,08-03-2017,19,Wholesale,NZD,AXW291,76,12,8,844.2,641.59,6753.6
SO - 0007202,28-02-2017,18-03-2017,19,Wholesale,NZD,AXW291,90,11,9,911.2,583.17,8200.8
SO - 0007723,28-02-2017,06-03-2017,50,Wholesale,NZD,AXW291,83,13,8,2854.2,1712.52,22833.6
SO - 000196,1-03-2017,18-03-2017,5,Export,NZD,AXW291,18,7,9,187.6,144.45,1688.4
SO - 0001376,1-03-2017,16-03-2017,20,Wholesale,USD,AXW291,11,7,12,3939.6,1575.84,47275.2
SO - 0002265,1-03-2017,18-03-2017,33,Wholesale,AUD,AXW291,2,7,11,1078.7,528.56,11865.7
SO - 0002393,1-03-2017,09-03-2017,46,Distributor,NZD,AXW291,16,11,7,2331.6,1841.96,16321.2
SO - 0002828,1-03-2017,10-03-2017,1,Wholesale,USD,AXW291,38,7,9,1956.4,860.82,17607.6
SO - 0004011,1-03-2017,15-03-2017,13,Wholesale,NZD,AXW291,19,7,6,884.4,689.83,5306.4
SO - 0004209,1-03-2017,09-03-2017,44,Wholesale,AUD,AXW291,98,5,10,3899.4,2924.55,38994.0
SO - 0004220,1-03-2017,10-03-2017,33,Export,USD,AXW291,88,2,7,2673.3,1122.79,18713.1
SO - 0004964,1-03-2017,12-03-2017,5,Export,AUD,AXW291,59,13,5,6164.0,4129.88,30820.0
SO - 0005255,1-03-2017,13-03-2017,13,Wholesale,USD,AXW291,73,1,5,1929.6,1485.79,9648.0
SO - 0005579,1-03-2017,10-03-2017,47,Distributor,AUD,AXW291,15,7,7,1058.6,899.81,7410.2
SO - 0006912,1-03-2017,10-03-2017,1,Distributor,USD,AXW291,26,5,10,3999.9,3359.92,39999.0
SO - 0007733,1-03-2017,16-03-2017,9,Distributor,AUD,AXW291,3,2,10,3195.9,1981.46,31959.0
SO - 0007854,1-03-2017,19-03-2017,41,Distributor,USD,AXW291,83,7,6,3115.5,1900.46,18693.0
SO - 0007878,1-03-2017,12-03-2017,45,Export,AUD,AXW291,79,1,12,5353.3,3211.98,64239.6
SO - 0008070,1-03-2017,08-03-2017,36,Distributor,NZD,AXW291,80,2,8,2298.1,988.18,18384.8
SO - 000118,2-03-2017,09-03-2017,30,Export,NZD,AXW291,34,13,12,984.9,393.96,11818.8
SO - 0001044,2-03-2017,17-03-2017,39,Distributor,NZD,AXW291,46,1,9,5272.9,3005.55,47456.1
SO - 0001157,2-03-2017,11-03-2017,9,Export,NZD,AXW291,56,7,12,2237.8,1118.9,26853.6
SO - 0001307,2-03-2017,13-03-2017,33,Export,USD,AXW291,81,9,12,6371.7,4460.19,76460.4
SO - 0002403,2-03-2017,15-03-2017,25,Distributor,USD,AXW291,57,14,12,884.4,619.08,10612.8
SO - 0003810,2-03-2017,18-03-2017,8,Wholesale,USD,AXW291,21,1,12,3946.3,1617.98,47355.6
SO - 0004704,2-03-2017,18-03-2017,2,Distributor,USD,AXW291,21,5,8,1212.7,933.78,9701.6
SO - 0005994,2-03-2017,09-03-2017,26,Wholesale,AUD,AXW291,37,7,9,1862.6,1564.58,16763.4
SO - 0006121,2-03-2017,08-03-2017,20,Distributor,NZD,AXW291,58,2,10,1038.5,571.18,10385.0
SO - 0007579,2-03-2017,20-03-2017,25,Wholesale,NZD,AXW291,35,11,12,931.3,651.91,11175.6
SO - 000821,3-03-2017,20-03-2017,11,Distributor,NZD,AXW291,53,7,9,247.9,151.22,2231.1
SO - 000962,3-03-2017,17-03-2017,24,Wholesale,NZD,AXW291,43,2,9,837.5,644.88,7537.5
SO - 0001352,3-03-2017,14-03-2017,9,Wholesale,GBP,AXW291,58,5,11,1721.9,792.07,18940.9
SO - 0004064,3-03-2017,12-03-2017,16,Distributor,NZD,AXW291,6,2,8,6559.3,4132.36,52474.4
SO - 0004341,3-03-2017,16-03-2017,29,Distributor,AUD,AXW291,55,1,6,3986.5,3109.47,23919.0
SO - 0005931,3-03-2017,11-03-2017,17,Wholesale,NZD,AXW291,21,9,11,1139.0,933.98,12529.0
SO - 0002182,4-03-2017,13-03-2017,12,Distributor,NZD,AXW291,97,1,6,1025.1,563.81,6150.6
SO - 0003242,4-03-2017,17-03-2017,40,Wholesale,AUD,AXW291,94,11,7,2827.4,1781.26,19791.8
SO - 0004195,4-03-2017,18-03-2017,21,Distributor,EUR,AXW291,100,4,10,3986.5,2710.82,39865.0
SO - 0006316,4-03-2017,10-03-2017,22,Wholesale,NZD,AXW291,84,1,6,1319.9,989.93,7919.4
SO - 0007023,4-03-2017,14-03-2017,34,Distributor,NZD,AXW291,41,7,12,1118.9,626.58,13426.8
SO - 000627,5-03-2017,17-03-2017,33,Wholesale,NZD,AXW291,81,1,6,207.7,135.01,1246.2
SO - 0001070,5-03-2017,17-03-2017,14,Distributor,USD,AXW291,99,11,5,3932.9,2910.35,19664.5
SO - 0001149,5-03-2017,14-03-2017,39,Distributor,EUR,AXW291,26,1,12,1085.4,759.78,13024.8
SO - 0001151,5-03-2017,13-03-2017,4,Wholesale,USD,AXW291,18,11,10,2907.8,2180.85,29078.0
SO - 0002405,5-03-2017,23-03-2017,23,Wholesale,NZD,AXW291,70,2,7,964.8,694.66,6753.6
SO - 0003950,5-03-2017,22-03-2017,43,Wholesale,NZD,AXW291,2,4,12,978.2,528.23,11738.4
SO - 0005004,5-03-2017,10-03-2017,6,Wholesale,NZD,AXW291,34,7,11,5768.7,4557.27,63455.7
SO - 0005738,5-03-2017,15-03-2017,40,Export,GBP,AXW291,70,11,8,2479.0,1735.3,19832.0
SO - 0005956,5-03-2017,17-03-2017,21,Distributor,GBP,AXW291,12,2,7,3892.7,2452.4,27248.9
SO - 0006325,5-03-2017,15-03-2017,22,Export,USD,AXW291,11,6,5,1963.1,1138.6,9815.5
SO - 0006383,5-03-2017,08-03-2017,17,Wholesale,USD,AXW291,30,2,12,2659.9,2207.72,31918.8
SO - 0006760,5-03-2017,20-03-2017,5,Wholesale,AUD,AXW291,40,7,9,3095.4,1392.93,27858.6
SO - 0008001,5-03-2017,17-03-2017,11,Wholesale,NZD,AXW291,56,7,11,167.5,72.03,1842.5
SO - 000639,6-03-2017,15-03-2017,41,Distributor,GBP,AXW291,32,7,11,1031.8,505.58,11349.8
SO - 000933,6-03-2017,12-03-2017,11,Wholesale,USD,AXW291,30,11,10,2659.9,1117.16,26599.0
SO - 0002131,6-03-2017,09-03-2017,39,Distributor,GBP,AXW291,81,2,11,1025.1,768.83,11276.1
SO - 0003314,6-03-2017,09-03-2017,31,Distributor,NZD,AXW291,31,9,12,4006.6,2123.5,48079.2
SO - 0004593,6-03-2017,10-03-2017,6,Wholesale,GBP,AXW291,38,11,5,783.9,352.76,3919.5
SO - 0007870,6-03-2017,12-03-2017,50,Distributor,AUD,AXW291,41,3,6,180.9,123.01,1085.4
SO - 0007917,6-03-2017,19-03-2017,41,Wholesale,NZD,AXW291,85,5,6,3899.4,2807.57,23396.4
SO - 000199,7-03-2017,11-03-2017,47,Wholesale,AUD,AXW291,41,13,11,1206.0,844.2,13266.0
